text,label
आज कर्मचारीको व्यवहार मैत्रीपूर्ण थियो।,सकारात्मक
हिजो कर्मचारीको व्यवहार मैत्रीपूर्ण थियो।,सकारात्मक
यहाँ कर्मचारीको व्यवहार मैत्रीपूर्ण थियो।,सकारात्मक
यस पटक कर्मचारीको व्यवहार मैत्रीपूर्ण थियो।,सकारात्मक
"समग्रमा, कर्मचारीको व्यवहार मैत्रीपूर्ण थियो।",सकारात्मक
गुणस्तर अपेक्षाभन्दा राम्रो निस्कियो।,सकारात्मक
आज गुणस्तर अपेक्षाभन्दा राम्रो निस्कियो।,सकारात्मक
हिजो गुणस्तर अपेक्षाभन्दा राम्रो निस्कियो।,सकारात्मक
यहाँ गुणस्तर अपेक्षाभन्दा राम्रो निस्कियो।,सकारात्मक
यस पटक गुणस्तर अपेक्षाभन्दा राम्रो निस्कियो।,सकारात्मक
"समग्रमा, गुणस्तर अपेक्षाभन्दा राम्रो निस्कियो।",सकारात्मक
यो अनुभव सम्झनलायक र रमाइलो रह्यो।,सकारात्मक
आज यो अनुभव सम्झनलायक र रमाइलो रह्यो।,सकारात्मक
हिजो यो अनुभव सम्झनलायक र रमाइलो रह्यो।,सकारात्मक
यहाँ यो अनुभव सम्झनलायक र रमाइलो रह्यो।,सकारात्मक
यस पटक यो अनुभव सम्झनलायक र रमाइलो रह्यो।,सकारात्मक
"समग्रमा, यो अनुभव सम्झनलायक र रमाइलो रह्यो।",सकारात्मक
यो सेवा एकदमै नराम्रो थियो।,नकारात्मक
आज यो सेवा एकदमै नराम्रो थियो।,नकारात्मक
हिजो यो सेवा एकदमै नराम्रो थियो।,नकारात्मक
यहाँ यो सेवा एकदमै नराम्रो थियो।,नकारात्मक
यस पटक यो सेवा एकदमै नराम्रो थियो।,नकारात्मक
"समग्रमा, यो सेवा एकदमै नराम्रो थियो।",नकारात्मक
खानाको गुणस्तर निकै खराब लाग्यो।,नकारात्मक
आज खानाको गुणस्तर निकै खराब लाग्यो।,नकारात्मक
हिजो खानाको गुणस्तर निकै खराब लाग्यो।,नकारात्मक
यहाँ खानाको गुणस्तर निकै खराब लाग्यो।,नकारात्मक
यस पटक खानाको गुणस्तर निकै खराब लाग्यो।,नकारात्मक
"समग्रमा, खानाको गुणस्तर निकै खराब लाग्यो।",नकारात्मक
म यो निर्णयबाट निराश भएँ।,नकारात्मक
आज म यो निर्णयबाट निराश भएँ।,नकारात्मक
हिजो म यो निर्णयबाट निराश भएँ।,नकारात्मक
यहाँ म यो निर्णयबाट निराश भएँ।,नकारात्मक
यस पटक म यो निर्णयबाट निराश भएँ।,नकारात्मक
"समग्रमा, म यो निर्णयबाट निराश भएँ।",नकारात्मक
उत्पादन छिट्टै बिग्रियो अनि पैसा खेर गयो।,नकारात्मक
आज उत्पादन छिट्टै बिग्रियो अनि पैसा खेर गयो।,नकारात्मक
हिजो उत्पादन छिट्टै बिग्रियो अनि पैसा खेर गयो।,नकारात्मक
यहाँ उत्पादन छिट्टै बिग्रियो अनि पैसा खेर गयो।,नकारात्मक
यस पटक उत्पादन छिट्टै बिग्रियो अनि पैसा खेर गयो।,नकारात्मक
"समग्रमा, उत्पादन छिट्टै बिग्रियो अनि पैसा खेर गयो।",नकारात्मक
आजको दिन साह्रै दुःखद रह्यो।,नकारात्मक
आज आजको दिन साह्रै दुःखद रह्यो।,नकारात्मक
हिजो आजको दिन साह्रै दुःखद रह्यो।,नकारात्मक
यहाँ आजको दिन साह्रै दुःखद रह्यो।,नकारात्मक
यस पटक आजको दिन साह्रै दुःखद रह्यो।,नकारात्मक
"समग्रमा, आजको दिन साह्रै दुःखद रह्यो।",नकारात्मक
सेवा ढिलो र झन्झटिलो थियो।,नकारात्मक
आज सेवा ढिलो र झन्झटिलो थियो।,नकारात्मक
हिजो सेवा ढिलो र झन्झटिलो थियो।,नकारात्मक
यहाँ सेवा ढिलो र झन्झटिलो थियो।,नकारात्मक
यस पटक सेवा ढिलो र झन्झटिलो थियो।,नकारात्मक
"समग्रमा, सेवा ढिलो र झन्झटिलो थियो।",नकारात्मक
यो ठाउँ फोहोर र अव्यवस्थित थियो।,नकारात्मक
आज यो ठाउँ फोहोर र अव्यवस्थित थियो।,नकारात्मक
हिजो यो ठाउँ फोहोर र अव्यवस्थित थियो।,नकारात्मक
यहाँ यो ठाउँ फोहोर र अव्यवस्थित थियो।,नकारात्मक
यस पटक यो ठाउँ फोहोर र अव्यवस्थित थियो।,नकारात्मक
"समग्रमा, यो ठाउँ फोहोर र अव्यवस्थित थियो।",नकारात्मक
उनको व्यवहार अशिष्ट र रुखो थियो।,नकारात्मक
आज उनको व्यवहार अशिष्ट र रुखो थियो।,नकारात्मक
हिजो उनको व्यवहार अशिष्ट र रुखो थियो।,नकारात्मक
यहाँ उनको व्यवहार अशिष्ट र रुखो थियो।,नकारात्मक
यस पटक उनको व्यवहार अशिष्ट र रुखो थियो।,नकारात्मक
"समग्रमा, उनको व्यवहार अशिष्ट र रुखो थियो।",नकारात्मक
फिल्म बोर लाग्यो र समय खेर गयो।,नकारात्मक
आज फिल्म बोर लाग्यो र समय खेर गयो।,नकारात्मक
हिजो फिल्म बोर लाग्यो र समय खेर गयो।,नकारात्मक
यहाँ फिल्म बोर लाग्यो र समय खेर गयो।,नकारात्मक
यस पटक फिल्म बोर लाग्यो र समय खेर गयो।,नकारात्मक
"समग्रमा, फिल्म बोर लाग्यो र समय खेर गयो।",नकारात्मक
गुनासो सुनुवाइ नहुँदा रिस उठ्यो।,नकारात्मक
आज गुनासो सुनुवाइ नहुँदा रिस उठ्यो।,नकारात्मक
हिजो गुनासो सुनुवाइ नहुँदा रिस उठ्यो।,नकारात्मक
यहाँ गुनासो सुनुवाइ नहुँदा रिस उठ्यो।,नकारात्मक
यस पटक गुनासो सुनुवाइ नहुँदा रिस उठ्यो।,नकारात्मक
"समग्रमा, गुनासो सुनुवाइ नहुँदा रिस उठ्यो।",नकारात्मक
कोठा गन्हाउने र असुविधाजनक थियो।,नकारात्मक
आज कोठा गन्हाउने र असुविधाजनक थियो।,नकारात्मक
हिजो कोठा गन्हाउने र असुविधाजनक थियो।,नकारात्मक
यहाँ कोठा गन्हाउने र असुविधाजनक थियो।,नकारात्मक
यस पटक कोठा गन्हाउने र असुविधाजनक थियो।,नकारात्मक
"समग्रमा, कोठा गन्हाउने र असुविधाजनक थियो।",नकारात्मक
सामान बिग्रेको अवस्थामा प्राप्त भयो।,नकारात्मक
आज सामान बिग्रेको अवस्थामा प्राप्त भयो।,नकारात्मक
हिजो सामान बिग्रेको अवस्थामा प्राप्त भयो।,नकारात्मक
यहाँ सामान बिग्रेको अवस्थामा प्राप्त भयो।,नकारात्मक
यस पटक सामान बिग्रेको अवस्थामा प्राप्त भयो।,नकारात्मक
"समग्रमा, सामान बिग्रेको अवस्थामा प्राप्त भयो।",नकारात्मक
मूल्य महँगो तर गुणस्तर कमसल रह्यो।,नकारात्मक
आज मूल्य महँगो तर गुणस्तर कमसल रह्यो।,नकारात्मक
हिजो मूल्य महँगो तर गुणस्तर कमसल रह्यो।,नकारात्मक
यहाँ मूल्य महँगो तर गुणस्तर कमसल रह्यो।,नकारात्मक
यस पटक मूल्य महँगो तर गुणस्तर कमसल रह्यो।,नकारात्मक
"समग्रमा, मूल्य महँगो तर गुणस्तर कमसल रह्यो।",नकारात्मक
ग्राहक सेवाले कुनै मद्दत गरेन।,नकारात्मक
आज ग्राहक सेवाले कुनै मद्दत गरेन।,नकारात्मक
हिजो ग्राहक सेवाले कुनै मद्दत गरेन।,नकारात्मक
यहाँ ग्राहक सेवाले कुनै मद्दत गरेन।,नकारात्मक
यस पटक ग्राहक सेवाले कुनै मद्दत गरेन।,नकारात्मक
"समग्रमा, ग्राहक सेवाले कुनै मद्दत गरेन।",नकारात्मक
बैठक बिहान दश बजे सुरु हुनेछ।,तटस्थ
आज बैठक बिहान दश बजे सुरु हुनेछ।,तटस्थ
हिजो बैठक बिहान दश बजे सुरु हुनेछ।,तटस्थ
यहाँ बैठक बिहान दश बजे सुरु हुनेछ।,तटस्थ
यस पटक बैठक बिहान दश बजे सुरु हुनेछ।,तटस्थ
"समग्रमा, बैठक बिहान दश बजे सुरु हुनेछ।",तटस्थ
उनी काठमाडौंमा बस्छन्।,तटस्थ
आज उनी काठमाडौंमा बस्छन्।,तटस्थ
हिजो उनी काठमाडौंमा बस्छन्।,तटस्थ
यहाँ उनी काठमाडौंमा बस्छन्।,तटस्थ
यस पटक उनी काठमाडौंमा बस्छन्।,तटस्थ
"समग्रमा, उनी काठमाडौंमा बस्छन्।",तटस्थ
यो पुस्तकमा बाह्र अध्याय छन्।,तटस्थ
आज यो पुस्तकमा बाह्र अध्याय छन्।,तटस्थ
हिजो यो पुस्तकमा बाह्र अध्याय छन्।,तटस्थ
यहाँ यो पुस्तकमा बाह्र अध्याय छन्।,तटस्थ
यस पटक यो पुस्तकमा बाह्र अध्याय छन्।,तटस्थ
"समग्रमा, यो पुस्तकमा बाह्र अध्याय छन्।",तटस्थ
रेल स्टेसन घरबाट नजिकै छ।,तटस्थ
आज रेल स्टेसन घरबाट नजिकै छ।,तटस्थ
हिजो रेल स्टेसन घरबाट नजिकै छ।,तटस्थ
यहाँ रेल स्टेसन घरबाट नजिकै छ।,तटस्थ
यस पटक रेल स्टेसन घरबाट नजिकै छ।,तटस्थ
"समग्रमा, रेल स्टेसन घरबाट नजिकै छ।",तटस्थ
आकाश सफा छ।,तटस्थ
आज आकाश सफा छ।,तटस्थ
हिजो आकाश सफा छ।,तटस्थ
यहाँ आकाश सफा छ।,तटस्थ
यस पटक आकाश सफा छ।,तटस्थ
"समग्रमा, आकाश सफा छ।",तटस्थ
कार्यालय पाँच बजे बन्द हुन्छ।,तटस्थ
आज कार्यालय पाँच बजे बन्द हुन्छ।,तटस्थ
हिजो कार्यालय पाँच बजे बन्द हुन्छ।,तटस्थ
यहाँ कार्यालय पाँच बजे बन्द हुन्छ।,तटस्थ
यस पटक कार्यालय पाँच बजे बन्द हुन्छ।,तटस्थ
"समग्रमा, कार्यालय पाँच बजे बन्द हुन्छ।",तटस्थ
उनले नयाँ कलम किने।,तटस्थ
आज उनले नयाँ कलम किने।,तटस्थ
हिजो उनले नयाँ कलम किने।,तटस्थ
यहाँ उनले नयाँ कलम किने।,तटस्थ
यस पटक उनले नयाँ कलम किने।,तटस्थ
"समग्रमा, उनले नयाँ कलम किने।",तटस्थ
यो बाटो बजारसम्म पुग्छ।,तटस्थ
आज यो बाटो बजारसम्म पुग्छ।,तटस्थ
हिजो यो बाटो बजारसम्म पुग्छ।,तटस्थ
यहाँ यो बाटो बजारसम्म पुग्छ।,तटस्थ
यस पटक यो बाटो बजारसम्म पुग्छ।,तटस्थ
"समग्रमा, यो बाटो बजारसम्म पुग्छ।",तटस्थ
कार्यक्रम अर्को हप्ता तय भएको छ।,तटस्थ
आज कार्यक्रम अर्को हप्ता तय भएको छ।,तटस्थ
हिजो कार्यक्रम अर्को हप्ता तय भएको छ।,तटस्थ
यहाँ कार्यक्रम अर्को हप्ता तय भएको छ।,तटस्थ
यस पटक कार्यक्रम अर्को हप्ता तय भएको छ।,तटस्थ
"समग्रमा, कार्यक्रम अर्को हप्ता तय भएको छ।",तटस्थ
उनीहरू विद्यालय जान्छन्।,तटस्थ
आज उनीहरू विद्यालय जान्छन्।,तटस्थ
हिजो उनीहरू विद्यालय जान्छन्।,तटस्थ
यहाँ उनीहरू विद्यालय जान्छन्।,तटस्थ
यस पटक उनीहरू विद्यालय जान्छन्।,तटस्थ
"समग्रमा, उनीहरू विद्यालय जान्छन्।",तटस्थ
यो सहरमा तीन वटा अस्पताल छन्।,तटस्थ
आज यो सहरमा तीन वटा अस्पताल छन्।,तटस्थ
हिजो यो सहरमा तीन वटा अस्पताल छन्।,तटस्थ
यहाँ यो सहरमा तीन वटा अस्पताल छन्।,तटस्थ
यस पटक यो सहरमा तीन वटा अस्पताल छन्।,तटस्थ
"समग्रमा, यो सहरमा तीन वटा अस्पताल छन्।",तटस्थ
बस बिहान सात बजे छुट्छ।,तटस्थ
आज बस बिहान सात बजे छुट्छ।,तटस्थ
हिजो बस बिहान सात बजे छुट्छ।,तटस्थ
यहाँ बस बिहान सात बजे छुट्छ।,तटस्थ
यस पटक बस बिहान सात बजे छुट्छ।,तटस्थ
"समग्रमा, बस बिहान सात बजे छुट्छ।",तटस्थ
यो फारम भर्न पाँच मिनेट लाग्छ।,तटस्थ
आज यो फारम भर्न पाँच मिनेट लाग्छ।,तटस्थ
हिजो यो फारम भर्न पाँच मिनेट लाग्छ।,तटस्थ
यहाँ यो फारम भर्न पाँच मिनेट लाग्छ।,तटस्थ
यस पटक यो फारम भर्न पाँच मिनेट लाग्छ।,तटस्थ
"समग्रमा, यो फारम भर्न पाँच मिनेट लाग्छ।",तटस्थ
सभा हलमा सय जना अटाउँछन्।,तटस्थ
आज सभा हलमा सय जना अटाउँछन्।,तटस्थ
हिजो सभा हलमा सय जना अटाउँछन्।,तटस्थ
यहाँ सभा हलमा सय जना अटाउँछन्।,तटस्थ
यस पटक सभा हलमा सय जना अटाउँछन्।,तटस्थ
"समग्रमा, सभा हलमा सय जना अटाउँछन्।",तटस्थ
